id_emp,latitude,longitude,type
3118674,-22.0174,-47.886,FINAL
3118751,-23.5329,-46.6395,FINAL
3118869,-23.1852,-46.8974,FINAL
3119027,-23.1896,-45.8841,FINAL
3119066,-23.5329,-46.6395,FINAL
3119453,-23.7951,-45.4143,FINAL
3119536,-23.4439,-46.9178,FINAL
3119652,-23.1852,-46.8974,FINAL
3119710,-22.8185,-50.0739,FINAL
3119742,-22.2171,-49.9501,FINAL
3119967,-23.9888,-46.258,FINAL
3120265,-23.5329,-46.6395,FINAL
3120378,-20.5352,-47.4039,FINAL
3120559,-23.5329,-46.6395,FINAL
3120573,-22.2942,-44.9382,FINAL
3120657,-24.0809,-46.6265,PTO_IBAMA
3120893,-23.5057,-46.879,FINAL
3121091,-23.1896,-45.8841,FINAL
3121393,-23.5329,-46.6395,PTO_IBAMA
3121437,-23.1852,-46.8974,FINAL
3121765,-23.1852,-46.8974,FINAL
3121845,-21.4049,-48.5103,FINAL
3122034,-23.222,-45.3109,FINAL
3122240,-23.5329,-46.6395,FINAL
3122507,-22.9527,-46.5419,FINAL
3122800,-22.7296,-45.5833,FINAL
3122836,-23.5329,-46.6395,FINAL
3122881,-22.9797,-49.8697,FINAL
3123178,-22.9053,-47.0659,FINAL
3123196,-23.5208,-46.1854,FINAL
3123295,-19.9868,-49.6836,PTO_IBAMA
3123301,-23.5329,-46.6395,FINAL
3123314,-23.5329,-46.6395,FINAL
3123368,-21.5942,-48.8149,FINAL
3123429,-23.5329,-46.6395,FINAL
3123598,-23.6737,-46.5432,FINAL
3123656,-23.9535,-46.335,FINAL
3123683,-21.252,-48.3252,FINAL
3124322,-23.2983,-45.9658,FINAL
3124400,-23.5329,-46.6395,FINAL
3124769,-23.8486,-46.1396,FINAL
3125148,-23.9888,-46.258,FINAL
3125303,-23.1852,-46.8974,FINAL
3125741,-23.5018,-46.5016,PTO_IBAMA
3126141,-21.2655,-48.4971,FINAL
3126143,-20.4237,-49.9781,FINAL
3126209,-23.5329,-46.6395,FINAL
3126330,-23.4439,-46.9178,FINAL
3127066,-23.5329,-46.6395,FINAL
3127082,-7.01743,-37.2747,FINAL
3127092,-23.5329,-46.6395,FINAL
3127130,-23.4969,-47.4451,FINAL
3127298,-21.1699,-47.8099,FINAL
3127494,-23.5446,-47.4388,FINAL
3127591,-23.5329,-46.6395,PTO_IBAMA
3127610,-21.4618,-48.3953,FINAL
3127736,-22.0174,-47.886,FINAL
3127965,-21.4776,-47.3622,FINAL
3128189,-23.1852,-46.8974,FINAL
3128610,-22.9246,-45.4613,FINAL
3128782,-23.4969,-47.4451,PTO_IBAMA
3129277,-20.7366,-48.9106,FINAL
3129556,-23.4538,-46.5333,FINAL
3130035,-21.2981,-51.5679,FINAL
3130060,-23.2136,-46.8234,FINAL
3130154,-23.1852,-46.8974,FINAL
3130421,-22.1809,-47.3841,FINAL
3130538,-23.5329,-46.6395,FINAL
3130693,-22.2171,-49.9501,FINAL
3130849,-22.0174,-47.886,FINAL
3130956,-23.5329,-46.6395,FINAL
3131081,-23.1896,-45.8841,FINAL
3131142,-23.2221,-44.7175,FINAL
3131145,-23.5329,-46.6395,FINAL
3131219,-23.9888,-46.258,FINAL
3131233,-23.1852,-46.8974,FINAL
3131248,-23.2983,-45.9658,FINAL
3131396,-23.5329,-46.6395,FINAL
3131462,-23.5329,-46.6395,FINAL
3131531,-20.4237,-49.9781,PTO_IBAMA
3131635,-23.5324,-46.7916,FINAL
3131815,-23.1896,-45.8841,FINAL
3131895,-22.2183,-49.8207,FINAL
3132162,-23.3933,-45.8875,FINAL
3132268,-23.5329,-46.6395,FINAL
3132287,-23.5329,-46.6395,PTO_IBAMA
3132309,-22.2171,-49.9501,FINAL
3132534,-23.4439,-46.9178,PTO_IBAMA
3132592,-23.5886,-48.0483,FINAL
3132751,-23.8486,-46.1396,FINAL
3132897,-23.5329,-46.6395,FINAL
3132898,-21.4732,-47.5518,PTO_IBAMA
3133061,-19.8611,-49.7727,FINAL
3133486,-22.0174,-47.886,FINAL
3133647,-23.2792,-46.7448,FINAL
3133825,-23.5329,-46.6395,FINAL
3133939,-23.1101,-47.7164,FINAL
3133950,-21.1757,-49.5791,FINAL
3134146,-23.4439,-46.9178,FINAL
3134186,-21.2655,-48.4971,FINAL
3135063,-23.9888,-46.258,FINAL
3135249,-21.1692,-48.6284,FINAL
3135371,-22.2324,-48.7197,FINAL
3135472,-22.7338,-47.6476,FINAL
3135492,-23.1852,-46.8974,FINAL
3135666,-22.1207,-51.3925,FINAL
3135682,-22.0174,-47.886,FINAL
3135689,-23.1852,-46.8974,FINAL
3135722,-23.5288,-45.8465,FINAL
3135735,-23.5329,-46.6395,FINAL
3135916,-23.9888,-46.258,FINAL
3136018,-23.5329,-46.6395,FINAL
3136032,-22.1207,-51.3925,FINAL
3136087,-21.2655,-48.4971,FINAL
3136441,-23.4969,-47.4451,FINAL
3136459,-22.0174,-47.886,FINAL
3136583,-23.5329,-46.6395,FINAL
3136606,-23.5208,-46.1854,FINAL
3136686,-20.397,-47.2768,FINAL
3136698,-23.5886,-48.0483,FINAL
3136715,-23.6125,-45.4125,FINAL
3137000,-23.9888,-46.258,FINAL
3137078,-23.9788,-48.8764,FINAL
3137385,-23.4439,-46.9178,FINAL
3137612,-23.1852,-46.8974,PTO_IBAMA
3137918,-23.0105,-47.5318,FINAL
3138036,-22.6545,-45.8556,FINAL
3138145,-21.3924,-42.6896,PTO_IBAMA
3138146,-23.2136,-46.8234,FINAL
3138220,-23.0104,-45.5593,FINAL
3138416,-23.5329,-46.6395,FINAL
3138554,-23.1852,-46.8974,FINAL
3138581,-23.5329,-46.6395,FINAL
3138934,-21.2655,-48.4971,FINAL
3138936,-23.5329,-46.6395,FINAL
3138937,-23.5329,-46.6395,FINAL
3139115,-23.5329,-46.6395,FINAL
3139569,-23.4538,-46.5333,FINAL
3139608,-23.5329,-46.6395,FINAL
3139744,-23.5329,-46.6395,FINAL
3139841,-21.2076,-50.4401,FINAL
3140041,-23.5448,-46.3112,FINAL
3140127,-22.7338,-47.6476,PTO_IBAMA
3140166,-22.7296,-45.5833,PTO_IBAMA
3140228,-20.5352,-47.4039,FINAL
3140706,-21.7845,-48.178,FINAL
3140795,-23.4538,-46.5333,FINAL
3141193,-23.9535,-46.335,FINAL
3141531,-23.6229,-46.5548,FINAL
3141909,-23.3319,-47.5596,PTO_IBAMA
3142296,-21.4049,-48.5103,FINAL
3142592,-23.9888,-46.258,FINAL
3142701,-22.7338,-47.6476,FINAL
3142799,-23.6022,-46.919,FINAL
3142800,-23.1852,-46.8974,FINAL
3142946,-16.6864,-49.2643,FINAL
3143264,-23.5329,-46.6395,FINAL
3143648,-23.5329,-46.6395,FINAL
3144264,-20.5935,-47.6424,FINAL
3144295,-22.7296,-45.5833,FINAL
3144472,-23.5329,-46.6395,FINAL
3144641,-23.4332,-45.0834,FINAL
3144694,-22.0174,-47.886,FINAL
3144860,-21.2655,-48.4971,PTO_IBAMA
3144923,-20.0311,-50.7297,FINAL
3145152,-23.5329,-46.6395,FINAL
3145653,-23.5329,-46.6395,FINAL
3145726,-20.5531,-48.5698,FINAL
3145971,-21.8498,-47.487,PTO_IBAMA
3146015,-20.2875,-50.4049,PTO_IBAMA
3146053,-23.5329,-46.6395,FINAL
3146239,-22.9053,-47.0659,FINAL
3146336,-23.1852,-46.8974,FINAL
3146434,-23.6022,-46.919,FINAL
3146444,-23.5235,-46.8407,FINAL
3146600,-23.1852,-46.8974,FINAL
3146729,-23.5329,-46.6395,PTO_IBAMA
3146826,-21.1692,-48.6284,FINAL
3146828,-23.5208,-46.1854,PTO_IBAMA
3146890,-22.3246,-49.0871,FINAL
3147562,-21.2655,-48.4971,FINAL
3147647,-23.5329,-46.6395,FINAL
3147877,-22.3246,-49.0871,FINAL
3147963,-23.5329,-46.6395,FINAL
3148086,-23.5333,-46.3473,FINAL
3148101,-23.6596,-47.223,FINAL
3148205,-22.9053,-47.0659,FINAL
3148990,-23.4439,-46.9178,FINAL
3148992,-23.1852,-46.8974,PTO_IBAMA
3149076,-23.5329,-46.6395,FINAL
3149414,-21.2655,-48.4971,FINAL
3149900,-23.9888,-46.258,FINAL
3150046,-20.0296,-49.4,FINAL
3150220,-22.8837,-48.4437,FINAL
3150268,-23.1852,-46.8974,FINAL
3150419,-23.1852,-46.8974,FINAL
3150631,-23.7951,-45.4143,FINAL
3150644,-23.5993,-47.022,FINAL
3150750,-23.5329,-46.6395,FINAL
3150816,-23.4969,-47.4451,FINAL
3151033,-23.2078,-46.7889,FINAL
3151208,-23.1852,-46.8974,FINAL
3151275,-22.0174,-47.886,FINAL
3152006,-22.9053,-47.0659,FINAL
3152048,-23.1852,-46.8974,FINAL
3152557,-23.5448,-46.3112,FINAL
3152641,-23.5329,-46.6395,FINAL
3153113,-19.9102,-43.9266,FINAL
3153115,-22.7296,-45.5833,FINAL
3153389,-23.4538,-46.5333,FINAL
3153434,-23.9888,-46.258,FINAL
3153570,-23.5329,-46.6395,FINAL
3153925,-23.5329,-46.6395,FINAL
3154550,-23.5329,-46.6395,FINAL
3154594,-23.1852,-46.8974,FINAL
3154690,-23.7161,-46.8572,FINAL
3155403,-23.1896,-45.8841,FINAL
3155587,-23.2855,-47.6786,FINAL
3155703,-23.9535,-46.335,FINAL
3155938,-23.1852,-46.8974,FINAL
3156023,-23.5329,-46.6395,PTO_IBAMA
3156097,-23.5329,-46.6395,FINAL
3156144,-23.5057,-46.879,FINAL
3156493,-23.2136,-46.8234,FINAL
3156676,-22.0174,-47.886,FINAL
3156711,-23.7951,-45.4143,FINAL
3157220,-23.5329,-46.6395,FINAL
3157344,-23.5329,-46.6395,FINAL
3157351,-22.9027,-43.2075,PTO_IBAMA
3157378,-23.4538,-46.5333,FINAL
3157401,-23.5329,-46.6395,PTO_IBAMA
3157542,-23.5329,-46.6395,FINAL
3157997,-23.5208,-46.1854,FINAL
3158233,-22.1207,-51.3925,FINAL
3158333,-23.3172,-46.2237,FINAL
3158478,-20.5242,-49.0571,FINAL
3158848,-23.5329,-46.6395,FINAL
3158933,-23.1852,-46.8974,FINAL
3158944,-23.5329,-46.6395,FINAL
3158952,-23.3229,-46.729,FINAL
3159281,-22.1809,-47.3841,FINAL
3159295,-23.5329,-46.6395,FINAL
3159301,-23.1852,-46.8974,FINAL
3159748,-20.0803,-47.4291,FINAL
3160018,-23.7785,-45.3552,FINAL
3160080,-23.5329,-46.6395,FINAL
3160083,-23.5329,-46.6395,FINAL
3160627,-23.7161,-46.8572,FINAL
3160778,-23.5329,-46.6395,FINAL
3160951,-23.2093,-47.5251,FINAL
3161044,-21.1699,-47.8099,FINAL
3161245,-23.3487,-47.8461,FINAL
3161299,-23.4439,-46.9178,FINAL
3161339,-23.4439,-46.9178,FINAL
3161670,-23.0506,-47.8375,FINAL
3161673,-23.5329,-46.6395,FINAL
3161711,-22.4142,-49.1339,PTO_IBAMA
3161909,-23.222,-45.3109,FINAL
3161952,-23.355,-46.8781,FINAL
3162099,-23.1171,-46.5563,PTO_IBAMA
3162127,-23.5329,-46.6395,FINAL
3162329,-23.5057,-46.879,FINAL
3162459,-23.5329,-46.6395,PTO_IBAMA
3162555,-22.0174,-47.886,FINAL
3163001,-23.1852,-46.8974,FINAL
3163425,-21.2655,-48.4971,FINAL
3163752,-23.5329,-46.6395,FINAL
3164116,-23.5329,-46.6395,FINAL
3164232,-23.1852,-46.8974,FINAL
3164238,-21.1692,-48.6284,FINAL
3164321,-23.1171,-46.5563,PTO_IBAMA
3164434,-23.5329,-46.6395,FINAL
3164737,-23.7437,-46.3971,FINAL
3164840,-23.5448,-46.3112,FINAL
3165308,-23.1852,-46.8974,FINAL
3165357,-23.5329,-46.6395,PTO_IBAMA
3165393,-20.7193,-46.609,FINAL
3165406,-23.5329,-46.6395,FINAL
3165645,-20.8113,-49.3758,FINAL
3165713,-24.1011,-48.3679,FINAL
3165749,-20.5531,-48.5698,PTO_IBAMA
3165867,-23.5329,-46.6395,FINAL
3165890,-23.1852,-46.8974,FINAL
3166143,-23.4439,-46.9178,FINAL
3166293,-23.5329,-46.6395,PTO_IBAMA
3166745,-21.1314,-48.977,PTO_IBAMA
3166866,-23.2983,-45.9658,FINAL
3166967,-21.1314,-48.977,FINAL
3167184,-22.9053,-47.0659,FINAL
3167229,-23.1852,-46.8974,PTO_IBAMA
3167366,-23.5329,-46.6395,FINAL
3167417,-23.5329,-46.6395,FINAL
3167631,-20.2672,-50.5494,FINAL
3167798,-20.8113,-49.3758,FINAL
3167840,-23.5329,-46.6395,FINAL
3167926,-22.9053,-47.0659,PTO_IBAMA
3167980,-22.9797,-49.8697,FINAL
3168016,-23.5208,-46.1854,FINAL
3168022,-23.7951,-45.4143,FINAL
3168024,-21.1699,-47.8099,FINAL
3168027,-22.2171,-49.9501,FINAL
3168044,-21.7845,-48.178,FINAL
3168186,-23.3053,-47.1362,FINAL
3168205,-22.3246,-49.0871,FINAL
3168224,-22.7338,-47.6476,FINAL
3168245,-23.5329,-46.6395,FINAL
3168274,-23.1852,-46.8974,FINAL
3168703,-22.66,-50.4183,FINAL
3168706,-23.5329,-46.6395,FINAL
3169178,-21.2661,-48.6874,FINAL
3169204,-21.2655,-48.4971,FINAL
3169422,-22.3246,-49.0871,FINAL
3169436,-23.9574,-46.3883,FINAL
3169616,-23.4439,-46.9178,FINAL
3170180,-20.2806,-50.2471,FINAL
3170208,-23.5208,-46.1854,FINAL
3171201,-23.1852,-46.8974,FINAL
3171581,-23.5329,-46.6395,PTO_IBAMA
3171715,-23.2136,-46.8234,FINAL
3171919,-23.1852,-46.8974,FINAL
3171979,-23.5329,-46.6395,FINAL
3172154,-23.5329,-46.6395,FINAL
3172217,-23.1852,-46.8974,FINAL
3172222,-23.5329,-46.6395,FINAL
3172279,-23.1852,-46.8974,FINAL
3172405,-22.0174,-47.886,FINAL
3172455,-23.5329,-46.6395,FINAL
3172672,-20.9845,-47.6572,PTO_IBAMA
3172766,-23.1852,-46.8974,PTO_IBAMA
3172814,-23.1852,-46.8974,FINAL
3172972,-23.6125,-45.4125,FINAL
3173055,-23.1171,-46.5563,FINAL
3173229,-23.1852,-46.8974,FINAL
3173941,-23.1852,-46.8974,FINAL
3174031,-23.5329,-46.6395,FINAL
3174343,-20.0296,-49.4,FINAL
3174439,-21.291,-50.3432,FINAL
3174659,-23.5329,-46.6395,FINAL
3174928,-23.4969,-47.4451,FINAL
3175204,-23.5329,-46.6395,FINAL
3175408,-23.5329,-46.6395,FINAL
3175577,-21.2655,-48.4971,FINAL
3175585,-23.1526,-47.0593,FINAL
3175644,-22.3246,-49.0871,FINAL
3175961,-22.9527,-46.5419,FINAL
3176209,-20.5352,-47.4039,FINAL
3176545,-23.4538,-46.5333,FINAL
3176962,-22.7515,-46.1494,FINAL
3177129,-20.5352,-47.4039,PTO_IBAMA
3177247,-21.1314,-48.977,PTO_IBAMA
3177548,-23.5329,-46.6395,FINAL
3177858,-23.1852,-46.8974,FINAL
3177921,-23.5329,-46.6395,FINAL
3178359,-23.4538,-46.5333,FINAL
3178473,-20.8113,-49.3758,FINAL
3178619,-23.5329,-46.6395,FINAL
3178709,-23.5329,-46.6395,FINAL
3178725,-23.2544,-47.2927,PTO_IBAMA
3178869,-20.4237,-49.9781,FINAL
3178984,-21.1314,-48.977,FINAL
3179093,-23.6914,-46.5646,FINAL
3179225,-23.5329,-46.6395,FINAL
3179343,-21.996,-47.4257,PTO_IBAMA
3179409,-23.8297,-46.8136,FINAL
3179442,-23.4538,-46.5333,FINAL
3179642,-23.2221,-44.7175,FINAL
3179738,-22.3984,-47.5546,FINAL
3179746,-23.2983,-45.9658,FINAL
3179821,-21.2076,-50.4401,FINAL
3179952,-23.1852,-46.8974,FINAL
3179998,-23.2983,-45.9658,FINAL
3180133,-20.2985,-49.7359,FINAL
3180220,-23.5329,-46.6395,FINAL
3180722,-23.455,-46.7388,PTO_IBAMA
3180876,-22.1207,-51.3925,FINAL
3180969,-23.5329,-46.6395,FINAL
3181246,-23.5288,-45.8465,FINAL
3181644,-23.5329,-46.6395,FINAL
3181683,-21.2655,-48.4971,PTO_IBAMA
3181690,-23.0035,-46.8464,FINAL
3181874,-22.3246,-49.0871,FINAL
3181950,-23.2983,-45.9658,FINAL
3181973,-22.1809,-47.3841,FINAL
3182206,-23.5288,-45.8465,FINAL
3182448,-22.7553,-47.4143,FINAL
3182685,-21.252,-48.3252,FINAL
3182698,-22.2171,-49.9501,FINAL
3182759,-23.5324,-46.7916,FINAL
3182831,-23.5329,-46.6395,FINAL
3183145,-23.1852,-46.8974,FINAL
3183204,-23.5324,-46.7916,FINAL
3183267,-21.2076,-50.4401,PTO_IBAMA
3183458,-23.1852,-46.8974,PTO_IBAMA
3183516,-23.5329,-46.6395,FINAL
3183520,-23.5329,-46.6395,FINAL
3183691,-23.9535,-46.335,FINAL
3183919,-22.3246,-49.0871,PTO_IBAMA
3184017,-23.5329,-46.6395,FINAL
3184177,-23.5448,-46.3112,FINAL
3184220,-20.08,-49.9183,FINAL
3184342,-21.1699,-47.8099,FINAL
3184649,-23.5329,-46.6395,FINAL
3184651,-22.3384,-50.394,FINAL
3184700,-23.9888,-46.258,FINAL
3184710,-23.1852,-46.8974,FINAL
3184867,-23.5333,-46.3473,FINAL
3184868,-20.5352,-47.4039,FINAL
3184877,-23.1852,-46.8974,FINAL
3185288,-23.3229,-46.729,FINAL
3185532,-23.5329,-46.6395,FINAL
3185663,-23.5329,-46.6395,FINAL
3185881,-23.5329,-46.6395,FINAL
3186051,-23.4969,-47.4451,FINAL
3186272,-23.2983,-45.9658,PTO_IBAMA
3186487,-23.5329,-46.6395,FINAL
3186719,-23.2037,-46.157,FINAL
3187033,-23.5235,-46.8407,FINAL
3187062,-23.6737,-46.5432,FINAL
3187305,-23.2983,-45.9658,FINAL
3187364,-22.6419,-47.1926,PTO_IBAMA
3187635,-22.9053,-47.0659,PTO_IBAMA
3187760,-22.9053,-47.0659,FINAL
3187858,-23.5329,-46.6395,FINAL
3188530,-23.5329,-46.6395,FINAL
3188540,-20.8113,-49.3758,FINAL
3189041,-24.4979,-47.8449,FINAL
3189191,-23.5329,-46.6395,FINAL
3189280,-21.1699,-47.8099,FINAL
3189860,-23.4332,-45.0834,FINAL
3189897,-23.1852,-46.8974,FINAL
3190279,-23.6677,-46.4613,FINAL
3190618,-22.6817,-46.681,FINAL
3190846,-23.5329,-46.6395,FINAL
3191404,-21.3271,-46.3635,FINAL
3191712,-22.1809,-47.3841,FINAL
3191756,-20.8113,-49.3758,PTO_IBAMA
3192078,-20.7133,-48.5222,PTO_IBAMA
3192566,-20.8113,-49.3758,FINAL
3192980,-23.6914,-46.5646,FINAL
3193051,-22.9246,-45.4613,FINAL
3193120,-23.1852,-46.8974,FINAL
3193597,-22.2934,-51.3895,FINAL
3193896,-21.2655,-48.4971,FINAL
3193942,-23.5329,-46.6395,FINAL
3194050,-23.2792,-46.7448,FINAL
3194079,-23.5329,-46.6395,FINAL
3194151,-23.5329,-46.6395,FINAL
3194338,-23.5329,-46.6395,PTO_IBAMA
3194341,-23.8486,-46.1396,FINAL
3194524,-22.9246,-45.4613,FINAL
3194774,-23.1852,-46.8974,FINAL
3194825,-23.4439,-46.9178,FINAL
3194911,-23.5329,-46.6395,FINAL
3194990,-23.1852,-46.8974,FINAL
3195644,-23.4538,-46.5333,FINAL
3196234,-23.5329,-46.6395,FINAL
3196419,-23.1852,-46.8974,FINAL
3196694,-23.1852,-46.8974,PTO_IBAMA
3196783,-22.3246,-49.0871,FINAL
3197199,-21.2661,-48.6874,FINAL
3197343,-23.5329,-46.6395,PTO_IBAMA
3197390,-23.5329,-46.6395,FINAL
3197951,-23.5329,-46.6395,FINAL
3198212,-22.0174,-47.886,FINAL
3198295,-20.0803,-47.4291,FINAL
3198245,-23.4969,-47.4451,FINAL
3198289,-23.9788,-48.8764,FINAL
3198370,-23.4969,-47.4451,FINAL
3198398,-20.7193,-46.609,FINAL
3198465,-20.5352,-47.4039,FINAL
3198517,-23.1101,-47.7164,FINAL
3199203,-23.1852,-46.8974,FINAL
3199288,-22.0174,-47.886,FINAL
3199597,-23.9535,-46.335,FINAL
3199643,-22.6758,-44.8575,PTO_IBAMA
3199743,-21.1699,-47.8099,PTO_IBAMA
3199895,-23.4538,-46.5333,FINAL
3199896,-22.7338,-47.6476,FINAL
3200008,-23.2037,-46.157,FINAL
3200567,-20.4036,-47.4209,FINAL
3200617,-23.5329,-46.6395,FINAL
3200802,-23.1852,-46.8974,FINAL
3200890,-23.5329,-46.6395,FINAL
3200975,-23.2983,-45.9658,FINAL
3201104,-21.2655,-48.4971,FINAL
3201344,-23.1852,-46.8974,FINAL
3201359,-23.5208,-46.1854,PTO_IBAMA
3201610,-23.4556,-46.7554,PTO_IBAMA
3201810,-21.996,-47.4257,FINAL
3201919,-20.4237,-49.9781,FINAL
3202503,-23.355,-46.8781,FINAL
3202692,-20.4755,-49.7827,FINAL
3203025,-23.9888,-46.258,FINAL
3203210,-23.5329,-46.6395,FINAL
3203406,-23.5208,-46.1854,PTO_IBAMA
3203570,-21.1699,-47.8099,FINAL
3203868,-23.2983,-45.9658,FINAL
3203938,-23.5329,-46.6395,FINAL
3204117,-23.1896,-45.8841,FINAL
3204135,-23.5329,-46.6395,PTO_IBAMA
3204234,-20.4237,-49.9781,FINAL
3204285,-20.8113,-49.3758,PTO_IBAMA
3204312,-23.1896,-45.8841,FINAL
3204606,-23.5329,-46.6395,FINAL
3204959,-23.5329,-46.6395,FINAL
3205102,-23.0302,-46.9833,FINAL
3205204,-23.1852,-46.8974,FINAL
3205320,-23.5329,-46.6395,FINAL
3205334,-22.3572,-47.3842,FINAL
3205677,-20.8113,-49.3758,PTO_IBAMA
3206058,-23.1171,-46.5563,FINAL
3206269,-23.0992,-45.7076,FINAL
3206383,-22.0174,-47.886,FINAL
3206541,-23.6914,-46.5646,FINAL
3206555,-21.7029,-47.2703,FINAL
3206736,-10.9091,-37.0677,FINAL
3206739,-23.2136,-46.8234,FINAL
3206855,-23.5208,-46.1854,FINAL
3207126,-21.2655,-48.4971,FINAL
3207167,-22.9527,-46.5419,FINAL
3207265,-23.0992,-45.7076,FINAL
3207324,-21.9335,-50.5191,PTO_IBAMA
3207714,-23.6914,-46.5646,FINAL
3207755,-23.7785,-45.3552,FINAL
3207980,-23.5329,-46.6395,FINAL
3208564,-23.6022,-46.919,FINAL
3208568,-20.8169,-49.5206,FINAL
3208600,-23.5886,-48.0483,PTO_IBAMA
3208711,-23.5275,-46.9023,FINAL
3209303,-23.5448,-46.3112,FINAL
3209920,-23.1852,-46.8974,FINAL
3210359,-20.7876,-49.3696,PTO_IBAMA
3210549,-23.3607,-46.7397,FINAL
3210658,-21.7083,-47.478,FINAL
3210748,-23.5329,-46.6395,FINAL
3211440,-20.4237,-49.9781,FINAL
3211726,-20.4237,-49.9781,FINAL
3211983,-24.1736,-46.788,FINAL
3212017,-23.5208,-46.1854,FINAL
3212220,-21.3825,-51.575,FINAL
3212475,-23.9788,-48.8764,FINAL
3212649,-22.7338,-47.6476,FINAL
3212675,-22.7338,-47.6476,FINAL
3212856,-20.4237,-49.9781,FINAL
3213051,-21.4049,-48.5103,FINAL
3213226,-21.2749,-47.303,PTO_IBAMA
3213545,-23.5329,-46.6395,FINAL
3214082,-20.4237,-49.9781,FINAL
3214177,-23.9888,-46.258,FINAL
3214488,-23.5329,-46.6395,FINAL
3214500,-23.5329,-46.6395,FINAL
3214884,-23.1852,-46.8974,FINAL
3214995,-21.1314,-48.977,PTO_IBAMA
3215036,-22.2171,-49.9501,FINAL
3215178,-23.5001,-47.4508,PTO_IBAMA
3215376,-23.4332,-45.0834,PTO_IBAMA
3215865,-23.5226,-47.1357,FINAL
3216260,-22.2795,-48.1251,PTO_IBAMA
3216360,-20.8167,-49.4015,PTO_IBAMA
3216385,-23.6125,-45.4125,FINAL
3217376,-23.9888,-46.258,PTO_IBAMA
3217848,-23.1852,-46.8974,PTO_IBAMA
3218212,-23.5329,-46.6395,FINAL
3218273,-23.8486,-46.1396,FINAL
3218277,-23.1852,-46.8974,FINAL
3218310,-23.5208,-46.1854,FINAL
3218554,-23.5329,-46.6395,FINAL
3218646,-22.2171,-49.9501,FINAL
3218723,-23.1526,-47.0593,FINAL
3218958,-23.4538,-46.5333,FINAL
3218904,-23.1852,-46.8974,FINAL
3218943,-23.1852,-46.8974,FINAL
3219039,-22.3246,-49.0871,FINAL
3219438,-23.5329,-46.6395,FINAL
3219609,-23.5329,-46.6395,FINAL
3220044,-23.222,-45.3109,FINAL
3220158,-23.6737,-46.5432,FINAL
3220182,-23.5329,-46.6395,FINAL
3220324,-23.5329,-46.6395,FINAL
3220397,-15.7795,-47.9297,FINAL
3221835,-23.2078,-46.7889,FINAL
3221979,-23.2544,-47.2927,PTO_IBAMA
3222189,-23.5448,-46.3112,FINAL
3222252,-23.9535,-46.335,FINAL
3222365,-23.5329,-46.6395,FINAL
3222577,-23.6737,-46.5432,FINAL
3222713,-22.238,-53.3437,FINAL
3222728,-20.4237,-49.9781,FINAL
3222761,-22.0082,-51.5565,FINAL
3222784,-21.996,-47.4257,FINAL
3222837,-22.7088,-46.772,FINAL
3222880,-23.1852,-46.8974,FINAL
3223851,-23.4969,-47.4451,FINAL
3223986,-23.5446,-47.4388,FINAL
3223998,-23.3229,-46.729,FINAL
3224041,-21.4049,-48.5103,FINAL
3224252,-22.9527,-46.5419,FINAL
3224422,-22.7374,-47.3331,FINAL
3224548,-21.2076,-50.4401,FINAL
3224571,-23.5329,-46.6395,FINAL
3224593,-23.1852,-46.8974,FINAL
3224770,-23.4835,-46.3457,FINAL
3224831,-18.788,-52.6263,FINAL
3225258,-23.7951,-45.4143,PTO_IBAMA
3225659,-20.4237,-49.9781,PTO_IBAMA
3225792,-23.5329,-46.6395,FINAL
3225857,-22.0174,-47.886,FINAL
3226123,-21.1314,-48.977,FINAL
3226286,-24.0084,-46.4121,FINAL
3226600,-23.2093,-47.5251,PTO_IBAMA
3226628,-23.7951,-45.4143,FINAL
3226806,-23.5329,-46.6395,FINAL
3226827,-23.5208,-46.1854,FINAL
3226970,-23.6737,-46.5432,PTO_IBAMA
3226979,-23.9535,-46.335,FINAL
3227209,-20.4237,-49.9781,FINAL
3227242,-23.5329,-46.6395,PTO_IBAMA
3227631,-21.2655,-48.4971,FINAL
3227710,-23.4538,-46.5333,FINAL
3228009,-23.5329,-46.6395,FINAL
3228308,-24.0809,-46.6265,FINAL
3228888,-23.5329,-46.6395,FINAL
3228931,-22.9797,-49.8697,FINAL
3229034,-20.5321,-49.3123,FINAL
3229154,-22.927,-46.2741,FINAL
3229273,-23.6019,-46.7526,FINAL
3229358,-24.0084,-46.4121,FINAL
3230167,-23.4332,-45.0834,FINAL
3230285,-23.1852,-46.8974,FINAL
3230584,-20.6384,-47.2801,PTO_IBAMA
3230672,-20.8113,-49.3758,FINAL
3230693,-23.5329,-46.6395,FINAL
3231179,-23.5329,-46.6395,FINAL
3231203,-23.5329,-46.6395,FINAL
3231769,-23.5329,-46.6395,FINAL
3232202,-22.2171,-49.9501,PTO_IBAMA
3232631,-23.5329,-46.6395,FINAL
3233264,-23.1852,-46.8974,FINAL
3233415,-23.7785,-45.3552,FINAL
3233552,-23.5329,-46.6395,FINAL
3233654,-23.1852,-46.8974,FINAL
3233839,-22.0174,-47.886,PTO_IBAMA
3233861,-23.5329,-46.6395,FINAL
3233868,-21.1699,-47.8099,FINAL
3233934,-22.9698,-46.9974,FINAL
3233952,-23.6125,-45.4125,FINAL
3235144,-22.9246,-45.4613,FINAL
3235880,-23.4969,-47.4451,FINAL
3236101,-23.6737,-46.5432,PTO_IBAMA
3236112,-23.5329,-46.6395,FINAL
